UserID,Video,Main_Category_list,Sub_Category_list
1,11,"['Games', 'Leisure and Comedy', 'Plot Type', 'Leisure and Comedy', 'Appearance', 'Games', 'Leisure and Comedy', 'Life Sharing', 'Games', 'Leisure and Comedy', 'Life Sharing', 'Games', 'Plot Type', 'Leisure and Comedy', 'Others', 'Leisure and Comedy']","['Games', 'Satirical Parody', 'Short Skits', 'Creative Editing/Dubbing', 'Music', 'Games', 'Landscape Photography', 'Vlog/Insights Sharing', 'Games', 'Satirical Parody', 'Skill Sharing', 'Games', 'Short Skits', 'Satirical Parody', 'Others', 'Art Creation']"
1,12,"['Games', 'Plot Type', 'Leisure and Comedy', 'Games', 'Life Sharing', 'News and Current Events', 'Leisure and Comedy', 'Life Sharing', 'Games', 'Life Sharing', 'Life Sharing', 'Appearance', 'Life Sharing']","['Games', 'Short Skits', 'Creative Editing/Dubbing', 'Games', 'Home Life', 'Social and Political News', 'Art Creation', 'Vlog/Insights Sharing', 'Games', 'Food', 'Home Life', 'Dance', 'Home Life']"
1,13,"['Games', 'Educational/Informational', 'Leisure and Comedy', 'Plot Type', 'Life Sharing', 'Plot Type', 'Leisure and Comedy', 'Games', 'Others', 'Life Sharing', 'Games', 'Life Sharing', 'Leisure and Comedy']","['Games', 'Popular Science', 'Art Creation', 'Short Skits', 'Skill Sharing', 'Short Skits', 'Creative Editing/Dubbing', 'Games', 'Others', 'Vlog/Insights Sharing', 'Games', 'Home Life', 'Art Creation']"
1,14,"['Life Sharing', 'Leisure and Comedy', 'Games', 'Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'Life Sharing', 'Leisure and Comedy', 'Life Sharing', 'Others', 'Sports', 'Leisure and Comedy', 'Life Sharing']","['Vlog/Insights Sharing', 'Creative Editing/Dubbing', 'Games', 'Satirical Parody', 'Satirical Parody', 'Street Interviews', 'Vlog/Insights Sharing', 'Satirical Parody', 'Travel', 'Others', 'Sports', 'Satirical Parody', 'Home Life']"
3,1,"['Leisure and Comedy', 'Product Guide', 'Leisure and Comedy', 'Appearance', 'Educational/Informational', 'Appearance', 'Leisure and Comedy']","['Creative Editing/Dubbing', 'Outfit Recommendations', 'Satirical Parody', 'Music', 'Popular Science', 'Music', 'Creative Editing/Dubbing']"
3,2,"['News and Current Events', 'Leisure and Comedy', 'Finance', 'News and Current Events', 'Leisure and Comedy', 'Appearance', 'Educational/Informational', 'Product Guide', 'Product Guide', 'Product Guide', 'Product Guide', 'Product Guide', 'Product Guide']","['Social and Political News', 'Cute Pets', 'Finance', 'Social and Political News', 'Street Interviews', 'Music', 'Popular Science', 'Outfit Recommendations', 'Outfit Recommendations', 'Outfit Recommendations', 'Outfit Recommendations', 'Outfit Recommendations', 'Outfit Recommendations']"
3,3,"['Product Guide', 'Others', 'Life Sharing', 'Life Sharing', 'Appearance', 'Others', 'Life Sharing', 'Life Sharing']","['Outfit Recommendations', 'Others', 'Vlog/Insights Sharing', 'Home Life', 'Dance', 'Others', 'Home Life', 'Vlog/Insights Sharing']"
3,4,"['Product Guide', 'Life Sharing', 'Educational/Informational', 'Appearance', 'Appearance', 'Product Guide', 'Appearance', 'Life Sharing']","['Outfit Recommendations', 'Vlog/Insights Sharing', 'Popular Science', 'Dance', 'Music', 'Outfit Recommendations', 'Dance', 'Vlog/Insights Sharing']"
3,5,"['Life Sharing', 'Life Sharing', 'Life Sharing']","['Vlog/Insights Sharing', 'Skill Sharing', 'Vlog/Insights Sharing']"
3,6,['Life Sharing'],['Vlog/Insights Sharing']
3,7,"['Appearance', 'Finance', 'Life Sharing', 'Life Sharing']","['Dance', 'Finance', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing']"
3,8,"['Others', 'Life Sharing']","['Others', 'Vlog/Insights Sharing']"
3,9,"['Others', 'Product Guide', 'Product Guide']","['Others', 'Product Review', 'Product Review']"
3,10,"['Product Guide', 'Product Guide', 'Educational/Informational', 'Product Guide', 'Life Sharing', 'Product Guide']","['Product Review', 'Product Review', 'Workplace/Interpersonal Relationships', 'Outfit Recommendations', 'Vlog/Insights Sharing', 'Product Review']"
3,11,"['Product Guide', 'Educational/Informational']","['Product Review', 'Workplace/Interpersonal Relationships']"
3,12,"['Educational/Informational', 'Educational/Informational']","['Workplace/Interpersonal Relationships', 'Workplace/Interpersonal Relationships']"
3,13,"['Life Sharing', 'Product Guide', 'Plot Type', 'Product Guide', 'Appearance', 'Educational/Informational']","['Skill Sharing', 'Product Review', 'Film/Variety Editing', 'Outfit Recommendations', 'Dance', 'Popular Science']"
3,14,"['Life Sharing', 'Product Guide', 'Product Guide']","['Home life', 'Product Review', 'Product Review']"
4,1,"['Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'Appearance', 'Life Sharing', 'Appearance', 'Leisure and Comedy', 'Leisure and Comedy', 'Life Sharing']","['Street Interviews', 'Street Interviews', 'Satirical Parody', 'Music', 'Vlog/Insights Sharing', 'Music', 'Satirical Parody', 'Satirical Parody', 'Vlog/Insights Sharing']"
4,2,"['Appearance', 'Leisure and Comedy', 'Life Sharing', 'Leisure and Comedy', 'Leisure and Comedy', 'Appearance', 'Life Sharing', 'Product Guide', 'Appearance', 'Product Guide', 'Product Guide', 'Product Guide', 'Leisure and Comedy']","['Music', 'Satirical Parody', 'Fitness and Beauty', 'Satirical Parody', 'Satirical Parody', 'Music', 'Skill Sharing', 'Product Review', 'Dance', 'Outfit Recommendations', 'Outfit Recommendations', 'Outfit Recommendations', 'Satirical Parody']"
4,3,"['Life Sharing', 'Life Sharing']","['Skill Sharing', 'Vlog/Insights Sharing']"
4,4,"['Life Sharing', 'Life Sharing', 'Life Sharing', 'Leisure and Comedy', 'Life Sharing', 'Life Sharing', 'Product Guide']","['Fitness and Beauty', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Satirical Parody', 'Food', 'Skill Sharing', 'Product Review']"
4,5,"['Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'Product Guide', 'Appearance', 'Appearance', 'Leisure and Comedy', 'Leisure and Comedy', 'Life Sharing', 'Appearance', 'Leisure and Comedy', 'Appearance', 'Leisure and Comedy', 'Leisure and Comedy', 'Appearance']","['Satirical Parody', 'Satirical Parody', 'Cute Pets', 'Satirical Parody', 'Outfit Recommendations', 'Music', 'Music', 'Satirical Parody', 'Satirical Parody', 'Vlog/Insights Sharing', 'Dance', 'Satirical Parody', 'Dance', 'Satirical Parody', 'Satirical Parody', 'Music']"
4,6,"['Leisure and Comedy', 'Leisure and Comedy', 'Life Sharing', 'Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'Product Guide', 'Life Sharing', 'Leisure and Comedy', 'Product Guide', 'Life Sharing', 'Celebrity Entertainment']","['Street Interviews', 'Satirical Parody', 'Home Life', 'Satirical Parody', 'Satirical Parody', 'Satirical Parody', 'Outfit Recommendations', 'Food', 'Satirical Parody', 'Outfit Recommendations', 'Vlog/Insights Sharing', 'Celebrity Entertainment']"
4,7,"['Celebrity Entertainment', 'Leisure and Comedy', 'Life Sharing', 'Leisure and Comedy', 'Leisure and Comedy', 'Life Sharing', 'Product Guide', 'Appearance', 'Leisure and Comedy', 'Product Guide', 'Leisure and Comedy', 'Life Sharing', 'Leisure and Comedy', 'Leisure and Comedy']","['Celebrity Entertainment', 'Satirical Parody', 'Home Life', 'Satirical Parody', 'Satirical Parody', 'Skill Sharing', 'Outfit Recommendations', 'Dance', 'Cute Pets', 'Outfit Recommendations', 'Satirical Parody', 'Vlog/Insights Sharing', 'Satirical Parody', 'Satirical Parody']"
4,8,"['Others', 'Leisure and Comedy', 'Product Guide', 'Product Guide', 'Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'Life Sharing', 'Life Sharing', 'Leisure and Comedy', 'Others', 'Life Sharing']","['Others', 'Cute Pets', 'Outfit Recommendations', 'Product Review', 'Creative Editing/Dubbing', 'Creative Editing/Dubbing', 'Cute Pets', 'Satirical Parody', 'Satirical Parody', 'Home Life', 'Home Life', 'Creative Editing/Dubbing', 'Others', 'Home Life']"
4,9,"['Life Sharing', 'Leisure and Comedy', 'Leisure and Comedy', 'Others', 'Life Sharing', 'Life Sharing', 'Leisure and Comedy', 'Product Guide', 'Life Sharing', 'Leisure and Comedy', 'Leisure and Comedy', 'Life Sharing', 'Life Sharing', 'Life Sharing']","['Home Life', 'Satirical Parody', 'Satirical Parody', 'Others', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Satirical Parody', 'Outfit Recommendations', 'Home Life', 'Satirical Parody', 'Satirical Parody', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Home Life']"
4,10,"['Life Sharing', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Leisure and Comedy', 'Life Sharing', 'Life Sharing', 'Leisure and Comedy', 'Leisure and Comedy']","['Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Satirical Parody', 'Vlog/Insights Sharing', 'Food', 'Satirical Parody', 'Satirical Parody']"
4,11,"['Life Sharing', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Others', 'Life Sharing']","['Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Food', 'Skill Sharing', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Others', 'Vlog/Insights Sharing']"
4,12,"['Life Sharing', 'Life Sharing', 'Life Sharing', 'Leisure and Comedy', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Life Sharing']","['Vlog/Insights Sharing', 'Skill Sharing', 'Vlog/Insights Sharing', 'Satirical Parody', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing']"
4,13,"['Leisure and Comedy', 'Product Guide', 'Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'Life Sharing', 'Others', 'Leisure and Comedy', 'Life Sharing', 'Life Sharing', 'Leisure and Comedy']","['Satirical Parody', 'Outfit Recommendations', 'Satirical Parody', 'Satirical Parody', 'Satirical Parody', 'Vlog/Insights Sharing', 'Others', 'Street Interviews', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Satirical Parody']"
4,14,"['Life Sharing', 'Product Guide', 'Leisure and Comedy', 'Life Sharing', 'Appearance', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Product Guide', 'Leisure and Comedy', 'Leisure and Comedy']","['Vlog/Insights Sharing', 'Outfit Recommendations', 'Satirical Parody', 'Fitness and Beauty', 'Dance', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Fitness and Beauty', 'Vlog/Insights Sharing', 'Outfit Recommendations', 'Cute Pets', 'Satirical Parody']"
6,1,"['Automobiles', 'Celebrity Entertainment', 'Educational/Informational', 'Product Guide', 'Product Guide', 'Plot Type', 'Automobiles', 'Life Sharing', 'Appearance', 'Leisure and Comedy', 'Advertising', 'Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'Life Sharing', 'Plot Type', 'Life Sharing']","['Automobiles', 'Celebrity Entertainment', 'Popular Science', 'Product Review', 'Product Review', 'Short Skits', 'Automobiles', 'Landscape Photography', 'Music', 'Satirical Parody', 'Others', 'Satirical Parody', 'Satirical Parody', 'Satirical Parody', 'Fitness and Beauty', 'Film/Variety Editing', 'Home Life']"
6,2,"['Leisure and Comedy', 'Product Guide', 'Leisure and Comedy', 'Appearance', 'Educational/Informational', 'Leisure and Comedy', 'Celebrity Entertainment', 'Advertising', 'Life Sharing', 'News and Current Events', 'Leisure and Comedy', 'Celebrity Entertainment', 'Life Sharing', 'News and Current Events', 'Life Sharing', 'Automobiles', 'Automobiles']","['Satirical Parody', 'Product Review', 'Satirical Parody', 'Music', 'Technology', 'Creative Editing/Dubbing', 'Celebrity Entertainment', 'Food', 'Home Life', 'Social and Political News', 'Satirical Parody', 'Celebrity Entertainment', 'Food', 'Social and Political News', 'Home Life', 'Automobiles', 'Automobiles']"
6,3,"['Life Sharing', 'Leisure and Comedy', 'Plot Type', 'Product Guide', 'Product Guide', 'Life Sharing', 'Automobiles', 'Appearance', 'Appearance', 'Plot Type', 'Plot Type', 'Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'News and Current Events', 'Life Sharing', 'Life Sharing']","['Cute Pets', 'Short Skits', 'Film/Variety Editing', 'Product Review', 'Product Review', 'Others', 'Automobiles', 'Music', 'Dance', 'Short Skits', 'Short Skits', 'Satirical Parody', 'Satirical Parody', 'Satirical Parody', 'Social and Political News', 'Travel', 'Home Life']"
6,4,"['Plot Type', 'Leisure and Comedy', 'Leisure and Comedy', 'Advertising', 'Automobiles', 'Life Sharing', 'Plot Type', 'Leisure and Comedy', 'Plot Type', 'Automobiles', 'Plot Type', 'Leisure and Comedy', 'Leisure and Comedy', 'Appearance', 'Product Guide', 'Leisure and Comedy', 'Leisure and Comedy', 'Product Guide', 'Product Guide', 'Plot Type', 'Life Sharing', 'Leisure and Comedy', 'Life Sharing']","['Film/Variety Editing', 'Satirical Parody', 'Satirical Parody', 'Others', 'Automobiles', 'Home Life', 'Short Skits', 'Creative Editing/Dubbing', 'Short Skits', 'Automobiles', 'Short Skits', 'Satirical Parody', 'Creative Editing/Dubbing', 'Dance', 'Product Review', 'Satirical Parody', 'Satirical Parody', 'Product Review', 'Product Review', 'Short Skits', 'Fitness and Beauty', 'Satirical Parody', 'Home Life']"
6,5,"['Others', 'Leisure and Comedy', 'Life Sharing', 'Automobiles', 'Life Sharing', 'Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'Appearance', 'Life Sharing', 'Life Sharing', 'Leisure and Comedy', 'Product Guide', 'Leisure and Comedy', 'Advertising', 'Life Sharing', 'Leisure and Comedy', 'Appearance', 'Product Guide', 'Leisure and Comedy', 'Leisure and Comedy', 'Life Sharing', 'Life Sharing']","['Others', 'Creative Editing/Dubbing', 'Landscape Photography', 'Automobiles', 'Food', 'Creative Editing/Dubbing', 'Satirical Parody', 'Satirical Parody', 'Satirical Parody', 'Creative Editing/Dubbing', 'Music', 'Home Life', 'Vlog/Insights Sharing', 'Satirical Parody', 'Product Review', 'Satirical Parody', 'Public Service Advertising', 'Food', 'Satirical Parody', 'Music', 'Outfit Recommendations', 'Landscape Photography', 'Art Creation', 'Travel', 'Vlog/Insights Sharing']"
6,6,"['Product Guide', 'Life Sharing', 'Leisure and Comedy', 'Life Sharing', 'Appearance', 'Appearance', 'Plot Type', 'Appearance', 'Automobiles', 'Leisure and Comedy', 'Celebrity Entertainment', 'Life Sharing', 'Life Sharing', 'Educational/Informational', 'Plot Type', 'Appearance', 'Plot Type', 'Life Sharing']","['Outfit Recommendations', 'Travel', 'Satirical Parody', 'Vlog/Insights Sharing', 'Dance', 'Dance', 'Film/Variety Editing', 'Music', 'Automobiles', 'Satirical Parody', 'Celebrity Entertainment', 'Home Life', 'Home Life', 'Popular Science', 'Film/Variety Editing', 'Vlog/Insights Sharing', 'Film/Variety Editing', 'Vlog/Insights Sharing']"
6,7,"['Plot Type', 'Life Sharing', 'Product Guide', 'Life Sharing', 'Leisure and Comedy', 'Appearance', 'Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'Automobiles', 'Life Sharing', 'Leisure and Comedy', 'Life Sharing', 'Appearance']","['Film/Variety Editing', 'Home Life', 'Outfit Recommendations', 'Home Life', 'Satirical Parody', 'Music', 'Creative Editing/Dubbing', 'Creative Editing/Dubbing', 'Satirical Parody', 'Automobiles', 'Skill Sharing', 'Satirical Parody', 'Travel', 'Music']"
6,8,"['Life Sharing', 'Life Sharing', 'Life Sharing', 'Others', 'Leisure and Comedy', 'Leisure and Comedy', 'Product Guide', 'Plot Type', 'Leisure and Comedy', 'Life Sharing', 'Leisure and Comedy', 'Product Guide', 'Others', 'Product Guide', 'Others', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Leisure and Comedy', 'Life Sharing']","['Skill Sharing', 'Skill Sharing', 'Home Life', 'Others', 'Satirical Parody', 'Satirical Parody', 'Product Review', 'Film/Variety Editing', 'Satirical Parody', 'Vlog/Insights Sharing', 'Satirical Parody', 'Product Review', 'Others', 'Product Review', 'Others', 'Home Life', 'Vlog/Insights Sharing', 'Fitness and Beauty', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Skill Sharing', 'Satirical Parody', 'Vlog/Insights Sharing']"
6,9,"['Life Sharing', 'Leisure and Comedy', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Leisure and Comedy', 'Leisure and Comedy', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Celebrity Entertainment', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Leisure and Comedy', 'Others', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Automobiles', 'Life Sharing', 'Plot Type', 'Life Sharing']","['Vlog/Insights Sharing', 'Satirical Parody', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Satirical Parody', 'Satirical Parody', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Fitness and Beauty', 'Celebrity Entertainment', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Satirical Parody', 'Others', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Automobiles', 'Vlog/Insights Sharing', 'Animation/Anime', 'Food']"
6,10,"['Others', 'Others', 'Life Sharing', 'Celebrity Entertainment', 'Leisure and Comedy', 'Plot Type', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Plot Type', 'Life Sharing', 'Plot Type', 'Life Sharing', 'Others', 'Educational/Informational', 'Life Sharing', 'Plot Type', 'Life Sharing', 'Educational/Informational', 'Life Sharing']","['Others', 'Others', 'Skill Sharing', 'Celebrity Entertainment', 'Satirical Parody', 'Animation/Anime', 'Food', 'Fitness and Beauty', 'Fitness and Beauty', 'Film/Variety Editing', 'Fitness and Beauty', 'Film/Variety Editing', 'Vlog/Insights Sharing', 'Others', 'Medical Health', 'Vlog/Insights Sharing', 'Film/Variety Editing', 'Skill Sharing', 'Medical Health', 'Vlog/Insights Sharing']"
6,11,"['Leisure and Comedy', 'Plot Type', 'Life Sharing', 'Life Sharing', 'Others', 'Plot Type', 'Appearance', 'Leisure and Comedy']","['Satirical Parody', 'Animation/Anime', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Others', 'Film/Variety Editing', 'Music', 'Satirical Parody']"
6,12,"['Life Sharing', 'Life Sharing', 'Leisure and Comedy', 'Life Sharing', 'Appearance', 'Life Sharing', 'Life Sharing', 'Others', 'Others', 'Life Sharing']","['Home Life', 'Vlog/Insights Sharing', 'Satirical Parody', 'Vlog/Insights Sharing', 'Dance', 'Home Life', 'Vlog/Insights Sharing', 'Others', 'Others', 'Vlog/Insights Sharing']"
6,13,"['Life Sharing', 'Life Sharing', 'Appearance', 'Life Sharing', 'Life Sharing', 'Educational/Informational', 'Life Sharing', 'Life Sharing', 'Leisure and Comedy', 'Life Sharing', 'Appearance', 'Others', 'Life Sharing']","['Vlog/Insights Sharing', 'Skill Sharing', 'Music', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Medical Health', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Satirical Parody', 'Vlog/Insights Sharing', 'Music', 'Others', 'Vlog/Insights Sharing']"
6,14,"['Celebrity Entertainment', 'Others']","['Celebrity Entertainment', 'Others']"
8,1,"['Others', 'Life Sharing', 'Plot Type', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Others', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Leisure and Comedy', 'Appearance', 'Others', 'Appearance', 'Leisure and Comedy', 'Appearance', 'Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy']","['Others', 'Home Life', 'Animation/Anime', 'Vlog/Insights Sharing', 'Home Life', 'Vlog/Insights Sharing', 'Others', 'Vlog/Insights Sharing', 'Home Life', 'Vlog/Insights Sharing', 'Art Creation', 'Music', 'Others', nan, 'Satirical Parody', nan, 'Art Creation', 'Creative Editing/Dubbing', 'Creative Editing/Dubbing', 'Creative Editing/Dubbing']"
8,2,"['Leisure and Comedy', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Leisure and Comedy', 'Leisure and Comedy', 'Others', 'Leisure and Comedy', 'Leisure and Comedy', 'Automobiles', 'Leisure and Comedy', 'Leisure and Comedy', 'Life Sharing', 'Life Sharing', 'Plot Type', 'Leisure and Comedy', 'Product Guide']","['Creative Editing/Dubbing', 'Home Life', 'Home Life', 'Home Life', 'Home Life', 'Home Life', 'Creative Editing/Dubbing', 'Creative Editing/Dubbing', 'Others', 'Satirical Parody', 'Creative Editing/Dubbing', 'Automobiles', 'Creative Editing/Dubbing', 'Creative Editing/Dubbing', 'Home Life', 'Vlog/Insights Sharing', 'Animation/Anime', 'Creative Editing/Dubbing', 'Outfit Recommendations']"
